customer_id,first_name,last_name,email,phone,address,city,state,zip,active,create_date
46,DANIEL,GARCIA,daniel98@protonmail.com,"(302) 398-5853","3827 Elm St",Plano,TX,75014,1,2022-01-02
47,RONALD,MARTINEZ,"spaces in@email.com","(787) 491-8690","7943 Park Ave",Frisco,TX,75988,1,2022-08-04
48,MARGARET,HALL,margaret.hall@outlook.com,"(352) 776-5978","1495 Cedar Ln",Garland,TX,75620,1,2024-07-15
49,RICHARD,ROBINSON,rrobinson@protonmail.com,"(261) 824-2625","3504 Hill St",Irving,TX,75676,1,2021-04-06
50,RONALD,BROWN,rbrown@outlook.com,"(808) 681-5771","634 Cedar Ln",Arlington,TX,75719,0,2020-11-08
51,REBECCA,MITCHELL,rebecca.mitchell@protonmail.com,"(757) 430-3441","4452 Sunset Blvd",Plano,TX,75061,1,2022-10-24
52,KEVIN,MARTINEZ,kmartinez@hotmail.com,"(612) 478-9199","8947 Park Ave",Mesquite,TX,75612,1,2023-12-11
53,JOSE,THOMPSON,jthompson@protonmail.com,"(221) 983-5415","9541 Main St",Plano,TX,75531,0,2022-03-19
54,DAVID,MITCHELL,david12@outlook.com,"(541) 528-2713","2734 Elm St",McKinney,TX,75295,0,2024-01-15
55,NANCY,CLARK,nclark@outlook.com,"(201) 873-9889","7669 Washington Blvd",Dallas,TX,75530,1,2024-08-21
56,RICHARD,EDWARDS,richard.edwards@gmail.com,"(494) 648-8941","2089 Main St",Richardson,TX,75726,1,2022-09-01
57,RONALD,ALLEN,ronald.allen@gmail.com,"(863) 357-9165","4881 Lake Dr",Arlington,TX,75854,0,2023-04-15
58,RONALD,TAYLOR,rtaylor@protonmail.com,"(339) 271-5526","6898 Elm St",Carrollton,TX,75840,1,2022-12-10
59,GARY,GONZALEZ,gary20@outlook.com,"(553) 540-9903","6280 Park Ave",Frisco,TX,75714,1,2024-07-08
60,ROBERT,WILLIAMS,robert96@outlook.com,"(879) 867-3492","8215 Main St",Plano,TX,75890,1,2023-02-17
61,JOSEPH,SMITH,joseph53@yahoo.com,"(471) 546-7512","1415 Sunset Blvd",Frisco,TX,75977,1,2023-09-02
62,JEFFREY,BROWN,jbrown@yahoo.com,"(292) 644-2612","1746 Park Ave",Plano,TX,75925,1,2020-06-26
63,SUSAN,MARTINEZ,susan.martinez@hotmail.com,"(743) 621-3950","2885 Maple Dr",Garland,TX,75634,1,2023-10-05
64,MELISSA,KING,melissa59@hotmail.com,"(494) 893-9955","2688 Oak Ave",Mesquite,TX,75601,1,2023-12-09
65,JOSEPH,ROBINSON,@nodomain.com,"(590) 785-6881","9517 Pine Rd",Arlington,TX,75849,0,2022-01-19
66,JOSHUA,COLLINS,joshua.collins@gmail.com,"(821) 560-4588","3215 River Rd",Arlington,TX,75643,1,2020-05-26
67,RICHARD,WILLIAMS,richard47@yahoo.com,"(534) 965-7807","2977 Cedar Ln",Plano,TX,75543,1,2021-05-27
68,DANIEL,MARTINEZ,daniel.martinez@hotmail.com,"(972) 431-7511","9231 Elm St",Garland,TX,75014,1,2024-02-15
69,NULL,TURNER,ann.turner@hotmail.com,"(891) 439-8724","510 River Rd",Carrollton,TX,75937,1,2020-11-27
70,THOMAS,PHILLIPS,thomas.phillips@hotmail.com,"(246) 238-5986","8171 Oak Ave",Garland,TX,75908,1,2023-08-12
71,RAYMOND,EVANS,raymond54@protonmail.com,"(870) 301-9017","6786 Pine Rd",Dallas,TX,75222,0,2023-04-28
72,FRANCES,MILLER,frances70@hotmail.com,"(482) 394-3001","7550 Oak Ave",Irving,TX,75051,1,2021-03-26
73,Kevin,WHITE,kwhite@yahoo.com,"(421) 438-6383","2517 Forest Ln",Richardson,TX,75283,1,2021-09-09
74,SARAH,WILSON,sarah.wilson@gmail.com,"(802) 531-1258","2954 Pine Rd",Dallas,TX,75759,0,2024-02-24
75,MARGARET,WRIGHT,margaret.wright@outlook.com,"(662) 715-4629","810 Valley Way",Carrollton,TX,75469,1,2020-08-28
76,JOHN,YOUNG,john.young@gmail.com,"(529) 822-3430","1176 Maple Dr",Arlington,TX,75390,1,2023-09-20
77,DAVID,MILLER,david84@protonmail.com,"(662) 433-7779","5653 Sunset Blvd",Mesquite,TX,75425,1,2022-07-11
78,RAYMOND,THOMPSON,raymond.thompson@hotmail.com,"(287) 295-8075","1682 Valley Way",Frisco,TX,75569,1,2024-09-18
79,CHRISTINE,ROBERTS,croberts@outlook.com,"(252) 494-6119","5861 Oak Ave",Richardson,TX,75158,0,2021-02-12
80,ANTHONY,LEE,anthony.lee@gmail.com,"(639) 774-1430","4481 Main St",Plano,TX,75719,1,2022-06-01
81,KIMBERLY,TAYLOR,kimberly.taylor@protonmail.com,"(958) 848-1502","1603 Valley Way",Carrollton,TX,75385,0,2023-06-06
82,ANN,ROBINSON,ann.robinson@hotmail.com,"(359) 361-1815","1436 Pine Rd",Mesquite,TX,75497,0,2023-05-07
83,GEORGE,WILSON,gwilson@hotmail.com,"(894) 807-8972","8733 Hill St",Arlington,TX,75225,0,2024-01-01
84,SHIRLEY,ROBINSON,shirley99@yahoo.com,"(535) 322-1126","8249 Valley Way",McKinney,TX,75132,0,2024-12-08
85,DONALD,ADAMS,donald10@outlook.com,"(219) 670-2275","5229 River Rd",McKinney,TX,75726,0,2028-08-03
86,LINDA,CLARK,linda.clark@yahoo.com,"(647) 308-4986","7238 River Rd",McKinney,TX,75405,1,2022-04-11
87,LAURA,BROWN,lbrown@protonmail.com,"(398) 994-6724","5852 Valley Way",Plano,TX,75105,1,2022-04-06
88,JOSE,TAYLOR,jtaylor@outlook.com,"(978) 793-8354","9348 Hill St",Richardson,TX,75884,1,2021-08-03
89,CHRISTOPHER,HERNANDEZ,double@@gmail.com,"(719) 275-6085","7665 Park Ave",Dallas,TX,75377,1,2020-11-28
90,NANCY,CARTER,ncarter@outlook.com,"(767) 956-1672","7468 Highland Ave",Richardson,TX,75329,0,2024-03-02
91,CHARLES,MILLER,cmiller@protonmail.com,"(376) 240-5059","7272 Park Ave",Carrollton,TX,75372,1,2022-07-14
92,MARIE,TURNER,marie7@hotmail.com,"(296) 771-7333","4755 Pine Rd",Richardson,TX,75341,1,2024-11-05
93,JANET,ROBINSON,janet17@protonmail.com,"(772) 585-6381","2193 Hill St",Carrollton,TX,75661,0,2024-06-01
94,FRANCES,ROBINSON,frances.robinson@yahoo.com,"(431) 340-3538","1364 Pine Rd",Garland,TX,75677,1,2024-03-20
95,JOYCE,TAYLOR,jtaylor@yahoo.com,"(648) 244-7731","6068 Hill St",Irving,TX,75625,1,2023-04-18
96,BRENDA,ROBINSON,brenda25@hotmail.com,"(672) 987-5616","6356 Lake Dr",Carrollton,TX,75989,1,2021-10-05
97,ANNA,JONES,ajones@gmail.com,"(728) 327-5670","1474 Forest Ln",Plano,TX,75460,1,2023-02-08
98,CHARLES,LEWIS,clewis@outlook.com,"(582) 441-7326","1437 Elm St",Irving,TX,75326,1,2022-03-05
99,Elizabeth,MARTINEZ,elizabeth90@yahoo.com,"(830) 205-2298","411 Pine Rd",Irving,TX,75561,0,2020-05-08
100,DEBRA,WILSON,debra31@outlook.com,"(264) 313-9189","9876 Lake Dr",Dallas,TX,75735,1,2022-07-01
101,LARRY,LEWIS,llewis@yahoo.com,"(884) 287-9576","6008 Oak Ave",Carrollton,TX,75399,0,2020-11-13
102,ANN,THOMPSON,ann.thompson@gmail.com,"(950) 872-2698","9633 Valley Way",Frisco,TX,75045,1,2024-06-27
103,ERIC,THOMAS,eric.thomas@outlook.com,"(264) 933-8498","705 Pine Rd",Irving,TX,75810,1,2020-06-10
104,GEORGE,HALL,ghall@gmail.com,"(395) 492-6848","883 Sunset Blvd",Frisco,TX,75127,1,2023-07-24
105,RICHARD,WALKER,missing@,"(731) 473-2353","7055 Oak Ave",McKinney,TX,00000,1,2022-02-03
106,CAROLYN,ROBERTS,croberts@protonmail.com,NULL,"5859 Park Ave",Dallas,TX,75629,0,2022-11-26
107,SUSAN,BROWN,susan.brown@outlook.com,"(346) 822-8179","670 Maple Dr",Garland,TX,75797,1,2022-07-19
108,ELIZABETH,NELSON,elizabeth87@outlook.com,"(654) 981-2259","9503 Maple Dr",Carrollton,TX,75407,1,2022-04-04
109,BARBARA,EVANS,bevans@outlook.com,"(320) 468-5264","7411 Cedar Ln",Richardson,TX,75710,0,2021-02-05
110,DOROTHY,HERNANDEZ,dhernandez@gmail.com,"(527) 883-6692","1163 Lake Dr",Carrollton,TX,75912,1,2021-12-23
111,DENNIS,MITCHELL,dennis.mitchell@yahoo.com,"(405) 342-4878","8194 Main St",Frisco,TX,75478,1,2024-02-03
112,AMANDA,HALL,ahall@outlook.com,"(275) 328-6194","1315 Park Ave",Mesquite,TX,75131,1,2021-07-17
113,SUSAN,WILSON,susan.wilson@protonmail.com,"(530) 926-4694","5769 Lake Dr",Arlington,TX,75256,1,2024-05-05
114,FRANK,ROBINSON,frobinson@protonmail.com,NULL,"2904 Hill St",Richardson,TX,75862,1,2020-02-02
115,ERIC,COLLINS,eric34@yahoo.com,"(832) 854-1496","8259 Highland Ave",Carrollton,TX,75657,1,2023-04-26
116,JOSHUA,HALL,joshua.hall@hotmail.com,"(650) 625-8933","7709 Cedar Ln",Frisco,TX,75320,1,2022-07-05
117,ANN,HILL,ann14@hotmail.com,"(325) 473-8366","4161 Maple Dr",Garland,TX,75297,0,2024-07-08
118,MICHELLE,CLARK,NULL,"(710) 727-8648","8271 Highland Ave",Arlington,TX,75023,1,2023-09-15
119,BRENDA,WHITE,brenda46@gmail.com,"(706) 811-8710","4781 Lake Dr",Dallas,TX,75441,1,2022-12-12
120,JOHN,LEE,jlee@protonmail.com,"(399) 571-5728","1304 Washington Blvd",Carrollton,TX,75782,1,2024-11-20
121,SANDRA,MOORE,smoore@hotmail.com,"(574) 973-3363","3361 River Rd",Carrollton,TX,999999,1,2020-01-05
122,NULL,WRIGHT,cwright@protonmail.com,"(343) 535-6218","2762 Washington Blvd",Richardson,TX,75607,1,2024-09-18
123,PAUL,CAMPBELL,paul39@outlook.com,"(539) 889-2795","6924 River Rd",Arlington,TX,75611,0,2022-11-26
124,MATTHEW,BAKER,matthew93@gmail.com,"(374) 736-7229","2521 Sunset Blvd",Irving,TX,75586,1,2021-01-15
125,STEPHANIE,ALLEN,sallen@outlook.com,NULL,"1120 Valley Way",Plano,TX,75574,1,2023-09-13
126,STEPHANIE,THOMAS,stephanie69@hotmail.com,"(892) 990-5331","8032 Cedar Ln",Irving,TX,75571,1,2021-05-25
127,PAMELA,CAMPBELL,pamela89@outlook.com,"(557) 773-5480","4815 Oak Ave",Richardson,TX,75917,0,2022-03-10
128,JENNIFER,MARTINEZ,jmartinez@hotmail.com,NULL,"8924 Pine Rd",Carrollton,TX,75140,1,2024-12-19
129,BRENDA,MARTIN,bmartin@yahoo.com,"(438) 253-2641","6871 Elm St",Mesquite,TX,75697,1,2020-09-06
130,ROBERT,PEREZ,robert62@yahoo.com,"(492) 861-1969","1565 Hill St",Richardson,TX,75547,1,2021-07-27
131,SARAH,WILLIAMS,sarah.williams@outlook.com,"(209) 505-2758","5589 Pine Rd",Mesquite,TX,75910,1,2024-08-09
132,DEBORAH,WILSON,dwilson@hotmail.com,"(390) 214-6523","4933 River Rd",Irving,TX,75625,0,2023-09-11
133,NANCY,HALL,nancy24@yahoo.com,"(454) 206-5272","6384 Cedar Ln",Mesquite,TX,75976,1,2022-10-24
134,JASON,SMITH,jason.smith@hotmail.com,"(883) 321-8625","5126 Maple Dr",McKinney,TX,75706,1,2022-06-20
135,ANGELA,HARRIS,aharris@outlook.com,"(820) 582-7813","9098 Highland Ave",Mesquite,TX,75780,1,2024-02-17
136,CHARLES,SCOTT,charles.scott@hotmail.com,"(760) 717-4312","9483 Lake Dr",Plano,TX,75335,0,2020-11-07
137,MATTHEW,LOPEZ,matthew66@outlook.com,"(335) 725-7806","7584 River Rd",Dallas,TX,75688,1,2020-07-09
138,MARY,EVANS,mary75@gmail.com,"(552) 917-2044","8966 Main St",Garland,TX,75032,1,2023-03-25
139,CAROL,COLLINS,carol48@outlook.com,"(584) 282-9835","2278 Hill St",Frisco,TX,75182,0,2024-03-24
140,ANGELA,SMITH,angela39@outlook.com,"(744) 588-4762","4155 Park Ave",Frisco,TX,75282,1,2020-01-26
141,ANDREW,ALLEN,andrew.allen@protonmail.com,"(268) 303-1550","7414 River Rd",Dallas,TX,75758,1,2023-08-08
142,BRIAN,WHITE,brian.white@gmail.com,"(949) 789-6224","9561 River Rd",Frisco,TX,75309,1,2024-04-14
143,NULL,GARCIA,dgarcia@yahoo.com,"(895) 637-9120","868 Elm St",McKinney,TX,75713,0,2023-03-10
144,JOYCE,THOMAS,joyce61@yahoo.com,"(924) 347-8586","1044 Lake Dr",McKinney,TX,75570,1,2023-04-09
145,SHIRLEY,RODRIGUEZ,srodriguez@gmail.com,"(941) 395-1844","4498 Washington Blvd",Richardson,TX,75894,1,2021-10-24
146,RAYMOND,ADAMS,raymond62@yahoo.com,"(215) 416-4113","2022 Valley Way",Mesquite,TX,75712,1,2023-04-18
147,CAROLYN,COLLINS,ccollins@protonmail.com,"(567) 515-5285","5992 Lake Dr",Mesquite,TX,75100,0,2022-04-12
148,STEPHANIE,ALLEN,NULL,"(467) 766-7841","4936 Maple Dr",Irving,TX,75235,0,2024-04-16
149,RONALD,PEREZ,ronald33@outlook.com,"(372) 950-6770","2873 Maple Dr",Carrollton,TX,75188,1,2024-01-27
150,DOROTHY,ROBERTS,dorothy.roberts@gmail.com,"(845) 436-2113","2574 Main St",Irving,TX,75382,1,2024-11-22
151,LARRY,WRIGHT,lwright@protonmail.com,"(621) 212-1274","8773 Valley Way",Arlington,TX,75017,0,2021-02-04
152,STEVEN,TAYLOR,steven25@protonmail.com,"(562) 473-7502","1394 Elm St",McKinney,TX,75578,1,2021-05-22
153,LISA,PEREZ,lisa12@outlook.com,"(765) 687-1919","254 Valley Way",Plano,TX,75511,0,2022-10-28
154,KAREN,SCOTT,karen30@yahoo.com,"(477) 247-2218","4693 Highland Ave",Carrollton,TX,75183,1,2020-04-19
155,RUTH,EDWARDS,redwards@yahoo.com,"(446) 780-7375","8956 Elm St",McKinney,TX,75809,1,2024-12-12
156,MARIA,MILLER,mmiller@hotmail.com,"(987) 828-7499","5447 Main St",Arlington,TX,75502,1,2022-09-13
157,DAVID,THOMAS,dthomas@gmail.com,"(502) 452-2204","1444 Pine Rd",Plano,TX,75728,1,2023-06-12
158,BETTY,DAVIS,betty40@outlook.com,"(304) 335-2430","3170 Washington Blvd",Mesquite,TX,75105,1,2020-06-18
159,NANCY,NELSON,nancy42@outlook.com,"(623) 597-2387","9267 Highland Ave",Irving,TX,75701,0,2021-03-09
160,DEBRA,GARCIA,debra19@gmail.com,"(482) 631-5911","8033 Forest Ln",Garland,TX,75257,1,2029-11-07
161,JESSICA,KING,jessica18@hotmail.com,"(540) 835-7224","5499 Park Ave",Frisco,TX,75835,1,2022-06-20
162,JERRY,JACKSON,jerry41@yahoo.com,"(498) 952-9044","9535 Forest Ln",Irving,TX,75385,1,2023-06-04
163,NULL,JACKSON,kevin.jackson@protonmail.com,"(944) 672-4434","7283 Forest Ln",Arlington,TX,75838,0,2023-03-21
164,DEBRA,MARTIN,debra85@yahoo.com,"(275) 659-8851","9639 Washington Blvd",Carrollton,TX,75556,1,2022-12-26
165,EDWARD,NELSON,edward.nelson@gmail.com,"(862) 827-1725","9327 Hill St",McKinney,TX,75988,0,2020-01-04
166,REBECCA,HARRIS,rharris@protonmail.com,"(904) 789-4621","7403 Elm St",McKinney,TX,75790,1,2022-01-16
167,BETTY,MARTINEZ,betty11@gmail.com,"(519) 551-8460","3489 Lake Dr",Mesquite,TX,75487,1,2023-12-23
168,CHARLES,CLARK,charles.clark@gmail.com,"(551) 863-2791","2792 Highland Ave",Irving,TX,75565,1,2022-09-14
169,NULL,HARRIS,tharris@yahoo.com,"(873) 642-7481","578 Valley Way",Richardson,TX,75460,0,2023-01-23
170,CYNTHIA,WHITE,NULL,"(749) 391-6993","5440 Cedar Ln",Mesquite,TX,75268,0,2024-11-11
171,TIMOTHY,WALKER,timothy51@protonmail.com,"(560) 668-3826","4973 Highland Ave",Richardson,TX,75688,1,2022-02-08
172,AMANDA,WILSON,amanda48@yahoo.com,"(628) 810-3258","9517 Washington Blvd",McKinney,TX,75498,1,2024-03-16
173,PAMELA,MOORE,pamela.moore@yahoo.com,"(567) 209-8939","2336 Cedar Ln",McKinney,TX,75418,0,2023-12-27
174,RICHARD,LOPEZ,richard.lopez@yahoo.com,"(499) 233-5503","3783 Lake Dr",Arlington,TX,75799,0,2024-12-25
175,MARK,ADAMS,mark15@protonmail.com,"(993) 756-7010","8980 Sunset Blvd",Dallas,TX,75559,1,2023-02-24
176,STEPHEN,EDWARDS,NULL,"(556) 289-8193","2023 Forest Ln",Irving,TX,75830,1,2024-11-14
177,LAURA,CARTER,lcarter@gmail.com,"(559) 745-5605","9878 Lake Dr",Plano,TX,75720,1,2022-10-09
178,GEORGE,TURNER,george18@outlook.com,"(871) 329-3174","4190 Maple Dr",Frisco,TX,75779,0,2023-03-19
179,FRANK,GARCIA,fgarcia@gmail.com,"(987) 295-7600","8547 Valley Way",Arlington,TX,75465,0,2022-10-01
180,NANCY,PARKER,nparker@gmail.com,"(607) 423-8039","3570 Park Ave",Arlington,TX,75848,1,2022-09-19
181,DONNA,BAKER,donna.baker@outlook.com,"(841) 670-1266","2135 Highland Ave",Plano,TX,75467,1,2023-04-23
182,DONNA,PEREZ,dperez@gmail.com,"(569) 456-2350","6192 Hill St",Plano,TX,75405,1,2021-07-21
183,NANCY,CAMPBELL,nancy.campbell@gmail.com,"(335) 807-4705","8610 Hill St",Mesquite,TX,75008,1,2020-07-23
184,DONNA,WRIGHT,dwright@gmail.com,"(304) 305-6133","6122 Highland Ave",Arlington,TX,75391,1,2021-02-17
185,KEVIN,SMITH,kevin84@yahoo.com,"(939) 418-3480","6845 River Rd",Mesquite,TX,75088,1,2021-02-19
186,DIANE,LEWIS,diane41@yahoo.com,"(860) 286-5065","9166 River Rd",Richardson,TX,75797,1,2022-04-17
187,JOSE,HILL,jhill@hotmail.com,"(255) 445-9108","6422 Oak Ave",Irving,TX,75653,1,2024-01-12
188,STEPHANIE,MOORE,smoore@hotmail.com,"(899) 376-8717","1295 Main St",Richardson,TX,75014,1,2021-01-02
189,JAMES,HILL,james81@protonmail.com,"(918) 611-2350","8891 Lake Dr",Richardson,TX,75284,1,2022-02-17
190,SHIRLEY,TAYLOR,staylor@protonmail.com,"(981) 865-2083","5181 Valley Way",McKinney,TX,75059,1,2020-07-04
191,JOSEPH,CARTER,joseph.carter@protonmail.com,"(212) 924-3248","285 Maple Dr",Mesquite,TX,75535,1,2021-06-05
192,VIRGINIA,PARKER,virginia99@gmail.com,"(478) 736-2046","4408 Valley Way",Richardson,TX,75508,0,2024-06-02
193,MARK,BAKER,mark.baker@yahoo.com,"(787) 890-2889","3842 Valley Way",Carrollton,TX,75045,1,2021-01-16
194,FRANCES,WALKER,fwalker@protonmail.com,"(958) 871-7870","3778 Elm St",Irving,TX,75937,1,2022-02-19
195,ANN,WILSON,ann.wilson@protonmail.com,"(728) 247-7568","1229 Highland Ave",Mesquite,TX,75792,1,2022-02-18
196,JOSEPH,SMITH,joseph26@hotmail.com,"(957) 837-4974","7700 Elm St",Richardson,TX,75791,1,2024-04-05
197,MARY,ALLEN,mallen@hotmail.com,"(910) 209-6488","123 Forest Ln",McKinney,TX,75106,1,2024-04-14
198,PAUL,JONES,paul.jones@yahoo.com,"(437) 732-7767","6202 Park Ave",Garland,TX,75517,1,2023-02-19
199,KEVIN,JONES,kevin85@yahoo.com,"(467) 522-7438","5445 Elm St",Mesquite,TX,75239,1,2021-03-25
200,MATTHEW,MILLER,matthew14@yahoo.com,"(521) 616-2978","8880 Elm St",Irving,TX,75315,0,2022-02-03
201,MICHELLE,TURNER,michelle.turner@hotmail.com,"(535) 351-2494","4166 Elm St",McKinney,TX,75693,1,2022-03-01
202,JOHN,HERNANDEZ,john.hernandez@protonmail.com,"(673) 304-3290","2089 Main St",Dallas,TX,75133,1,2023-06-22
203,FRANK,PEREZ,frank.perez@gmail.com,"(222) 266-4239","7365 Forest Ln",Plano,TX,75926,1,2020-01-15
204,MARIA,ANDERSON,maria.anderson@protonmail.com,"(591) 899-7990","2931 Elm St",Irving,TX,75281,1,2023-03-02
205,LARRY,CARTER,larry32@hotmail.com,"(763) 690-1999","1537 Pine Rd",McKinney,TX,75429,1,2024-04-21
206,BRIAN,JOHNSON,bjohnson@outlook.com,"(696) 552-9231","5369 Washington Blvd",Arlington,TX,75026,1,2024-04-01
207,KATHLEEN,JONES,kathleen.jones@outlook.com,"(363) 302-5060","4051 Pine Rd",Carrollton,TX,75782,1,2024-07-12
208,SARAH,THOMAS,sthomas@hotmail.com,"(228) 920-6761","9400 River Rd",Plano,TX,75856,0,2024-05-06
209,PAUL,WILLIAMS,paul.williams@gmail.com,"(220) 739-8831","111 Elm St",Richardson,TX,75825,1,2022-12-06
210,CAROLYN,JONES,carolyn.jones@gmail.com,"(738) 573-2188","6220 Valley Way",McKinney,TX,75344,1,2022-03-06
211,DAVID,MITCHELL,dmitchell@yahoo.com,"(775) 910-6846","3757 Hill St",Richardson,TX,75387,1,2022-03-06
212,MARY,PHILLIPS,mary.phillips@protonmail.com,"(816) 525-4619","9365 Oak Ave",Mesquite,TX,75339,1,2021-06-11
213,LAURA,MITCHELL,NULL,"(471) 414-5088","1210 Elm St",Arlington,TX,75737,1,2020-07-15
214,MICHAEL,ANDERSON,manderson@hotmail.com,"(584) 303-8855","9570 Hill St",Irving,TX,75462,1,2020-05-01
215,STEPHANIE,THOMPSON,stephanie10@hotmail.com,"(364) 949-2228","9062 Highland Ave",Garland,TX,75608,0,2020-07-21
